  65	4.042049E-1	  1082791
  87	3.298233E+0	  1082791
 248	3.448854E-1	  1082791
  48	1.000000E+0	  1082782
  63	3.834839E-1	  1082792
 249	4.371235E+0	  1082793
  49	3.830000E+2	  1082790
 248	3.624932E-1	  1082795
  50	3.340000E+2	  1082792
  65	4.180108E-1	  1082795
  87	3.440887E+0	  1082795
 249	4.486502E+0	  1082795
  51	2.029671E-4	  1082746
  63	3.995514E-1	  1082796
 248	3.713851E-1	  1082797
  52	3.257840E-4	  1082750
  65	4.333506E-1	  1082799
  87	3.644485E+0	  1082799
 249	4.647637E+0	  1082798
  53	0.000000E+0	        0
  63	4.172363E-1	  1082800
 248	3.903182E-1	  1082801
  54	0.000000E+0	        0
 249	4.863182E+0	  1082802
  55	5.421600E-2	  1082786
  65	4.494574E-1	  1082803
  87	3.948669E+0	  1082803
 248	3.950548E-1	  1082802
  56	2.253030E+1	  1082791
  63	4.354553E-1	  1082804
 249	5.022091E+0	  1082805
  57	0.000000E+0	  1082795
  65	4.686323E-1	  1082807
  87	4.118378E+0	  1082807
 248	4.150548E-1	  1082806
  58	0.000000E+0	        0
  63	4.533234E-1	  1082808
 249	5.274952E+0	  1082810
  59	4.371597E+0	  1082810
 248	4.358836E-1	  1082810
  60	0.000000E+0	        0
  65	4.885741E-1	  1082811
  87	4.607330E+0	  1082811
 249	5.274952E+0	  1082810
  61	2.453583E+0	  1082770
  63	4.719086E-1	  1082812
 248	4.515906E-1	  1082813
  62	1.037000E-1	  1082774
  65	5.100498E-1	  1082815
  87	4.991943E+0	  1082815
 249	5.465445E+0	  1082814
  63	4.719086E-1	  1082812
  63	4.930267E-1	  1082816
 248	4.737884E-1	  1082817
  64	0.000000E+0	        0
 249	5.654188E+0	  1082818
  65	5.322926E-1	  1082819
  87	5.161148E+0	  1082819
 248	4.793028E-1	  1082818
  66	0.000000E+0	  1082798
  63	5.152283E-1	  1082820
 249	5.792127E+0	  1082821
  67	0.000000E+0	  1082802
  65	5.537684E-1	  1082823
  87	5.267654E+0	  1082823
 248	5.081664E-1	  1082823
  68	0.000000E+0	  1082821
  63	5.370636E-1	  1082824
 249	5.921040E+0	  1082824
  69	0.000000E+0	  1082778
 248	5.321789E-1	  1082827
  70	1.819055E-1	  1082825
  65	5.767782E-1	  1082827
  87	5.606339E+0	  1082827
 249	6.050378E+0	  1082827
  71	0.000000E+0	        0
  63	5.585480E-1	  1082828
 248	5.381232E-1	  1082828
  72	0.000000E+0	        0
  65	5.997879E-1	  1082831
  87	5.594864E+0	  1082831
  61	5.340103E+0	  1082830
 249	6.214335E+0	  1082831
  73	1.615964E+1	  1082831
  63	5.809174E-1	  1082832
 248	5.629713E-1	  1082832
  74	1.121896E+1	  1082832
 249	6.366077E+0	  1082835
  75	1.633987E+0	  1082835
  65	6.235647E-1	  1082835
  87	5.603134E+0	  1082835
  62	4.392000E-1	  1082834
 248	5.815068E-1	  1082835
  76	1.000000E+0	  1082782
  63	6.052856E-1	  1082836
 249	6.406839E+0	  1082836
  77	3.470000E+2	  1082836
  65	6.458074E-1	  1082839
  87	5.775101E+0	  1082839
 248	6.138288E-1	  1082840
