  87	-1.319385E+1	  1164691
  63	1.199738E+0	  1164692
 248	2.033912E-1	  1164691
 198	0.000000E+0	        0
 249	2.942627E+0	  1164693
 199	0.000000E+0	        0
  65	1.125178E+0	  1164694
  87	-9.874268E+0	  1164695
  63	1.191086E+0	  1164696
 248	2.148206E-1	  1164695
 200	0.000000E+0	        0
 249	5.072752E+0	  1164697
 201	0.000000E+0	        0
 248	2.410400E-1	  1164700
 202	0.000000E+0	        0
  65	1.123644E+0	  1164698
  87	-6.222565E+0	  1164699
  63	1.189270E+0	  1164700
 249	6.557849E+0	  1164700
 203	0.000000E+0	        0
 248	2.490304E-1	  1164701
 204	0.000000E+0	        0
  65	1.145119E+0	  1164702
  87	-1.583984E+0	  1164703
  63	1.197403E+0	  1164704
 249	8.124620E+0	  1164703
 205	0.000000E+0	        0
 248	2.805870E-1	  1164705
 206	0.000000E+0	        0
 249	1.008593E+1	  1164707
 207	0.000000E+0	        0
  65	1.179634E+0	  1164706
  87	2.788300E+0	  1164707
  63	1.216705E+0	  1164708
 248	3.006983E-1	  1164707
 208	0.000000E+0	        0
 249	1.141933E+1	  1164710
 209	-7.197490E-2	  1164710
  65	1.216450E+0	  1164710
  87	5.407715E+0	  1164711
  63	1.238541E+0	  1164712
 248	3.443203E-1	  1164711
 210	0.000000E+0	        0
 249	1.279358E+1	  1164713
 211	0.000000E+0	        0
 248	3.949383E-1	  1164715
 212	0.000000E+0	        0
  65	1.256333E+0	  1164714
  87	7.087936E+0	  1164715
  63	1.268860E+0	  1164716
 249	1.361337E+1	  1164715
 213	0.000000E+0	        0
 248	4.232771E-1	  1164717
 214	0.000000E+0	        0
  65	1.291615E+0	  1164718
  87	7.850739E+0	  1164719
  63	1.309464E+0	  1164720
 249	1.555974E+1	  1164720
 215	0.000000E+0	        0
 248	4.834859E-1	  1164721
 216	0.000000E+0	        0
 249	1.662853E+1	  1164723
 217	0.000000E+0	        0
  65	1.327664E+0	  1164722
  87	8.366135E+0	  1164723
  63	1.351517E+0	  1164724
 248	5.163819E-1	  1164723
 218	6.000000E+0	        0
 249	1.726330E+1	  1164725
 219	2.000000E+0	        0
  65	1.363712E+0	  1164726
  87	8.538773E+0	  1164727
  63	1.400421E+0	  1164728
 248	5.862128E-1	  1164727
 220	3.000000E+0	        0
  61	1.073671E+1	  1164730
 249	1.871762E+1	  1164730
 221	5.000000E-1	        0
 248	6.578746E-1	  1164731
 222	7.000000E+0	        0
  65	1.401295E+0	  1164730
  87	9.047653E+0	  1164731
  63	1.454208E+0	  1164732
 249	1.895378E+1	  1164731
 223	2.000000E+0	        0
  62	1.200175E+0	  1164734
 248	6.981708E-1	  1164733
 224	4.000000E+0	        0
  65	1.445013E+0	  1164734
  87	1.009364E+1	  1164735
  63	1.510147E+0	  1164736
 249	1.985531E+1	  1164735
 225	5.000000E-1	        0
 248	7.784345E-1	  1164737
 226	2.000000E-1	        0
 249	2.069357E+1	  1164740
 227	8.000000E-2	        0
  65	1.500237E+0	  1164738
  87	1.172629E+1	  1164739
  63	1.567001E+0	  1164740
 248	8.389069E-1	  1164740
 228	-8.000000E-1	        0
 249	2.081222E+1	  1164741
 229	-5.000000E-2	        0
  65	1.566965E+0	  1164742
  87	1.382434E+1	  1164743
  63	1.625107E+0	  1164744
 248	9.021761E-1	  1164743
 230	1.500000E+0	        0
 249	2.119355E+1	  1164745
 231	7.000000E+0	   929766
 248	9.844934E-1	  1164747
 232	1.000000E+0	   930888
  65	1.639062E+0	  1164746
  87	1.557321E+1	  1164747
  63	1.684662E+0	  1164748
 249	2.129930E+1	  1164747
 233	2.500000E-1	  1163121
 248	1.049174E+0	  1164750
 234	0.000000E+0	        0
  65	1.711927E+0	  1164750
  87	1.669559E+1	  1164751
  63	1.746201E+0	  1164752
 249	2.135646E+1	  1164751
 235	0.000000E+0	        0
 248	1.115516E+0	  1164753
 236	0.000000E+0	        0
 249	2.119352E+1	  1164755
 237	0.000000E+0	        0
  65	1.784024E+0	  1164754
  87	1.715509E+1	  1164755
  63	1.809357E+0	  1164756
 248	1.156802E+0	  1164755
 238	0.000000E+0	        0
 249	2.103725E+1	  1164757
 239	0.000000E+0	        0
  65	1.853820E+0	  1164758
  87	1.713820E+1	  1164759
  63	1.873795E+0	  1164760
 248	1.261102E+0	  1164760
 240	0.000000E+0	        0
 249	2.055214E+1	  1164761
 241	2.952571E+1	  1164761
 248	1.321574E+0	  1164763
 242	0.000000E+0	        0
  65	1.914413E+0	  1164762
  87	1.643854E+1	  1164763
  63	1.939667E+0	  1164764
 249	2.024313E+1	  1164763
 243	0.000000E+0	        0
 248	1.363652E+0	  1164765
 244	0.000000E+0	        0
  65	1.971170E+0	  1164766
  87	1.533031E+1	  1164767
  63	2.005539E+0	  1164768
 249	1.944680E+1	  1164767
 245	0.000000E+0	        0
 248	1.442133E+0	  1164769
 246	0.000000E+0	        0
 249	1.845006E+1	  1164771
 247	0.000000E+0	        0
  65	2.025626E+0	  1164770
  87	1.464757E+1	  1164771
  63	2.065811E+0	  1164772
 248	1.478475E+0	  1164771
 248	1.513795E+0	  1164773
 249	1.790246E+1	  1164773
 249	1.790246E+1	  1164773
  65	2.077782E+0	  1164774
  87	1.414413E+1	  1164775
  63	2.119583E+0	  1164776
 248	1.550696E+0	  1164775
 250	0.000000E+0	        0
 249	1.662838E+1	  1164777
 251	0.000000E+0	        0
 248	1.616521E+0	  1164779
 252	6.578400E+4	  1156873
  65	2.128403E+0	  1164778
  87	1.356900E+1	  1164779
  63	2.169571E+0	  1164780
 249	1.592619E+1	  1164779
 253	6.578500E+4	  1156873
 248	1.646775E+0	  1164781
 254	1.311370E+5	  1156873
  65	2.176724E+0	  1164782
  87	1.294955E+1	  1164783
  63	2.214340E+0	  1164784
 249	1.443133E+1	  1164783
 255	1.311590E+5	  1156873
 248	1.705067E+0	  1164785
 256	1.311340E+5	  1156873
 249	1.279340E+1	  1164787
 257	1.311350E+5	  1156873
  65	2.222744E+0	  1164786
  87	1.227905E+1	  1164787
  63	2.253860E+0	  1164788
 248	1.730724E+0	  1164787
 258	1.311330E+5	  1156895
  61	1.100520E+1	  1164790
 249	1.141914E+1	  1164790
 259	0.000000E+0	        0
  65	2.264161E+0	  1164790
  87	1.131950E+1	  1164791
  63	2.289413E+0	  1164792
 248	1.778826E+0	  1164791
 260	0.000000E+0	        0
  62	-9.958250E-1	  1164794
 249	1.008573E+1	  1164793
 261	0.000000E+0	        0
 248	1.819417E+0	  1164795
 262	0.000000E+0	        0
  65	2.299443E+0	  1164794
  87	1.031328E+1	  1164795
  63	2.320267E+0	  1164796
 249	9.079069E+0	  1164795
 263	0.000000E+0	        0
 248	1.836132E+0	  1164797
 264	0.000000E+0	        0
  65	2.327821E+0	  1164798
  87	8.970032E+0	  1164799
  63	2.346985E+0	  1164800
 249	6.557629E+0	  1164800
 265	0.000000E+0	        0
 248	1.864855E+0	  1164801
 266	0.000000E+0	        0
 249	5.072527E+0	  1164803
 267	0.000000E+0	        0
  65	2.350064E+0	  1164802
  87	7.595703E+0	  1164803
  63	2.369904E+0	  1164804
 248	1.875690E+0	  1164803
 268	0.000000E+0	        0
 249	3.971646E+0	  1164805
 269	0.000000E+0	        0
  65	2.363103E+0	  1164806
  87	6.060669E+0	  1164807
  63	2.388123E+0	  1164808
 248	1.891899E+0	  1164807
 270	0.000000E+0	        0
 249	1.323686E+0	  1164810
 271	0.000000E+0	        0
 248	1.899430E+0	  1164811
 272	0.000000E+0	        0
  65	2.374608E+0	  1164810
  87	4.787170E+0	  1164811
  63	2.401657E+0	  1164812
 249	7.819447E-1	  1164811
 273	0.000000E+0	        0
 248	1.899936E+0	  1164813
 274	0.000000E+0	        0
  65	2.382278E+0	  1164814
  87	3.689575E+0	  1164815
  63	2.410324E+0	  1164816
 249	-1.303285E+0	  1164815
 275	0.000000E+0	        0
 248	1.894504E+0	  1164817
 276	0.000000E+0	        0
 249	-3.992557E+0	  1164820
 277	0.000000E+0	        0
  65	2.386113E+0	  1164818
  87	2.684097E+0	  1164819
  63	2.414658E+0	  1164820
 248	1.885023E+0	  1164820
 278	0.000000E+0	        0
 249	-4.564840E+0	  1164821
 279	0.000000E+0	        0
  65	2.386880E+0	  1164822
  87	1.799927E+0	  1164823
  63	2.414658E+0	  1164824
 248	1.870513E+0	  1164823
 280	0.000000E+0	        0
 249	-6.577882E+0	  1164825
 281	0.000000E+0	        0
 248	1.843783E+0	  1164827
 282	0.000000E+0	        0
  65	2.388414E+0	  1164826
  87	1.196991E+0	  1164827
  63	2.410141E+0	  1164828
 249	-7.640063E+0	  1164827
 283	0.000000E+0	        0
 248	1.819762E+0	  1164830
 284	0.000000E+0	        0
  65	2.384579E+0	  1164830
  87	6.068726E-1	  1164831
  63	2.401657E+0	  1164832
 249	-9.623377E+0	  1164831
 285	0.000000E+0	        0
 248	1.789278E+0	  1164833
 286	0.000000E+0	        0
 249	-1.143712E+1	  1164835
 287	0.000000E+0	        0
  65	2.377676E+0	  1164834
  87	-4.549561E-1	  1164835
  63	2.389389E+0	  1164836
 248	1.767922E+0	  1164835
 288	0.000000E+0	        0
 249	-1.233824E+1	  1164837
 289	0.000000E+0	        0
  65	2.367705E+0	  1164838
  87	-1.314865E+0	  1164839
  63	2.373322E+0	  1164840
